Choice,A_follower_count,A_following_count,A_listed_count,A_mentions_received,A_retweets_received,A_mentions_sent,A_retweets_sent,A_posts,A_network_feature_1,A_network_feature_2,A_network_feature_3,B_follower_count,B_following_count,B_listed_count,B_mentions_received,B_retweets_received,B_mentions_sent,B_retweets_sent,B_posts,B_network_feature_1,B_network_feature_2,B_network_feature_3
1,0.52386,-0.23551,0.3319,0.29384,0.26047,-0.0091515,0.52555,0.18572,0.045297,-0.039161,0.0041308,0.5061,-0.87714,0.056721,-0.23418,0.21947,-0.088836,-0.18452,-0.066147,-0.02478,-0.021728,0.004828
0,-6.6422,-1.1898,-0.37402,-3.1524,-5.9868,1.9128,1.3941,0.58869,1.1478,-0.22535,-0.091553,0.62775,-0.84519,3.7791,-0.81438,0.073056,-0.17434,-0.68651,-0.37437,0.043747,0.055091,-0.00010287
1,0.59428,-0.88142,0.18826,0.25639,0.1808,-0.08751,0.44442,-0.12726,0.049701,-0.050076,0.0047912,0.47476,-0.88886,-1.0977,-0.038585,0.25522,-0.015517,-0.14281,0.056743,-0.053266,-0.04876,0.0049744
0,0.47522,-0.88944,-1.0435,-0.037813,0.2491,-0.016637,-0.13566,0.050636,-0.055146,-0.045699,0.0045527,0.47026,-0.89208,-0.99615,-0.02428,0.22551,0.012167,-0.18067,0.060437,-0.064597,-0.041421,0.0036661
0,0.43983,0.98292,1.7251,0.68488,-0.038518,-0.38785,0.49584,0.35943,0.10485,-0.014799,0.010039,0.6292,-0.63083,0.94091,0.42146,0.1449,0.0096882,0.53416,-0.24511,0.087661,-0.053749,0.0044723
1,0.53597,-0.88555,-0.36512,0.12469,0.2029,-0.038941,0.144,-0.037636,-0.0062779,-0.043842,0.0041591,0.35868,0.18159,-1.059,-0.23467,0.76698,1.232,0.087553,-0.72835,-0.15717,-0.11254,-0.012901
1,0.53065,0.044217,0.59506,0.62314,-0.065842,-0.54546,0.43219,-0.35991,0.1575,-0.10756,0.020887,0.48251,-0.75531,-0.86027,0.060097,0.20899,-0.098485,-0.054167,0.034342,-0.023894,-0.054464,0.0071539
0,0.46992,-0.85091,-1.1009,-0.041011,0.26713,0.0096098,-0.13634,0.060049,-0.056675,-0.048815,0.0045244,0.70538,-0.9548,1.5721,0.39586,-0.090058,0.48836,-0.99512,0.058442,-0.048507,0.0016752,0.00023557
1,-1.523,1.9713,-0.44107,0.56417,-1.7384,-0.76424,-0.24323,-1.2766,-0.98556,0.68141,-0.10367,0.40026,-0.021766,-0.037205,-0.37795,0.46474,0.10865,-0.0095925,0.1072,-0.040154,-0.033946,0.0025967
0,0.47371,-0.85631,-0.99314,-0.077987,0.26868,0.01631,-0.17287,0.02886,-0.055645,-0.047879,0.0047401,0.46695,-0.88391,-1.0902,-0.086557,0.26373,-0.034773,-0.14839,0.051145,-0.056704,-0.046098,0.0049866
0,0.51455,-0.7064,-0.30663,0.078626,0.20897,-0.1626,0.18143,-0.020401,0.01305,-0.048774,0.007197,0.42866,1,1.8651,0.50444,0.34705,0.25367,1.0917,1.2062,0.037654,0.048749,-0.0056194
0,0.2844,0.9137,-0.74593,0.55273,-0.15021,-0.69426,-0.26337,-0.46979,0.077258,-0.1464,0.029525,0.50264,-0.89931,-0.71329,0.030858,0.20598,0.031232,-0.17887,0.03929,-0.047941,-0.040691,0.0036654
1,-0.6281,6.9023,-0.63948,0.85447,0.33599,0.23965,-0.08411,0.39563,0.041892,-0.20135,0.026096,0.36967,-0.66568,1.7646,-2.3391,0.6171,-0.80157,-0.96692,-0.34031,0.02241,0.020346,0.022026
0,0.50094,-0.48805,0.7573,0.20425,0.20299,-0.028619,0.7356,-0.017873,-0.026846,0.02565,-0.0083351,0.0090303,1.6942,-0.11087,0.13854,0.3995,0.24768,0.4163,1.5936,-0.17291,0.12657,-0.013894
0,0.50618,-0.89801,-0.81127,0.035284,0.2374,-0.033368,-0.0087805,0.0090019,-0.026167,-0.051581,0.005281,0.23768,-0.37483,-0.11028,0.19019,-0.091427,-0.041449,-0.079087,0.074279,-0.13878,0.071128,-0.011234
1,-1.9105,-0.66327,-0.70384,-1.0189,-2.6538,0.97711,0.36778,0.4316,0.79567,-0.80226,0.05292,0.43531,-0.21419,-0.59581,0.26855,0.03525,-0.29119,-0.24051,-0.13597,0.012706,-0.081107,0.015114
0,0.47408,-0.8887,-1.102,-0.039948,0.25526,-0.015259,-0.1448,0.057456,-0.054036,-0.048551,0.0049358,0.47943,-0.70791,-0.84439,0.048955,0.22816,-0.080355,-0.039852,0.056838,-0.02318,-0.054741,0.007045
0,0.48251,-0.75531,-0.86027,0.060097,0.20899,-0.098485,-0.054167,0.034342,-0.023894,-0.054464,0.0071539,0.50094,-0.48805,0.7573,0.20425,0.20299,-0.028619,0.7356,-0.017873,-0.026846,0.02565,-0.0083351
1,0.48984,-0.82758,-0.87693,0.011386,0.25557,-0.0060424,-0.048214,0.066579,-0.037669,-0.048426,0.0047959,0.44879,0.19227,0.068216,0.24904,0.32623,-0.040905,0.55265,0.39748,0.026784,-0.035868,0.0047804
0,0.53822,-0.88217,-0.35045,0.084777,0.17919,0.076649,-0.22204,0.038349,-0.03161,-0.042117,0.004587,0.40979,0.53213,-0.035371,0.32427,0.1772,-0.27739,0.07479,0.62674,0.044076,-0.048312,0.015111
0,0.51726,-0.8782,-0.64873,0.053032,0.24509,-0.037561,0.1044,-0.044624,-0.012317,-0.053412,0.0050667,0.58309,-0.70865,0.19597,0.33744,0.12269,-0.27646,0.5262,-0.26661,0.094882,-0.075793,0.010579
1,0.39081,-0.10872,-0.80012,0.13667,0.16904,-0.13744,-0.21604,0.14734,-0.018472,-0.057893,0.0098468,0.46372,-0.18114,-0.23626,0.28525,0.068884,-0.25924,-0.070167,-0.05553,0.029572,-0.071281,0.013462
1,-1.8886,-0.56673,-0.73152,-0.55379,-1.2862,0.82728,0.29685,0.089706,-0.053574,0.28808,0.0029709,0.70066,-0.94455,1.3579,0.40435,-0.0089767,0.28404,-0.41027,-0.059307,0.012543,-0.022594,0.0027314
1,-0.60956,-0.48348,-0.46561,-0.19969,-0.69148,0.18633,0.44973,0.11514,-1.2091,0.70357,-0.12266,0.52108,-0.90264,-0.54792,0.05997,0.21209,-0.026961,0.0085799,-0.015404,-0.020899,-0.045508,0.0045205
1,0.40979,0.53213,-0.035371,0.32427,0.1772,-0.27739,0.07479,0.62674,0.044076,-0.048312,0.015111,0.56337,-0.52665,0.39488,0.30247,0.10011,0.10294,-0.12546,-0.10233,0.019164,-0.057783,0.0069784
1,-0.171,-0.30684,0.025167,0.052708,-0.37665,0.29233,0.014383,-0.13472,-0.24845,0.14391,-0.032006,0.65183,-0.48087,1.3064,0.44196,0.17171,0.10475,0.48289,0.088732,0.08172,-0.031892,0.0023804
1,0.52033,-0.2864,0.12957,0.16659,0.32624,-0.033616,0.49764,0.34945,0.03667,-0.034868,0.0047838,0.5337,-0.66068,-0.19356,0.21703,0.14592,-0.17439,0.17746,-0.12973,0.03758,-0.065681,0.0093504
1,-1.9105,-0.66327,-0.70384,-1.0189,-2.6538,0.97711,0.36778,0.4316,0.79567,-0.80226,0.05292,0.0090303,1.6942,-0.11087,0.13854,0.3995,0.24768,0.4163,1.5936,-0.17291,0.12657,-0.013894
1,0.40026,-0.021766,-0.037205,-0.37795,0.46474,0.10865,-0.0095925,0.1072,-0.040154,-0.033946,0.0025967,0.47371,-0.85631,-0.99314,-0.077987,0.26868,0.01631,-0.17287,0.02886,-0.055645,-0.047879,0.0047401
0,0.50206,-0.77249,-0.59325,0.097535,0.18635,-0.080895,-0.021405,-0.018616,-0.013821,-0.050987,0.0062582,-0.81626,1.2488,-0.77716,0.31589,-0.69402,-0.60903,-0.23219,0.5996,0.091569,0.17789,-0.07898
1,0.29005,-0.4366,2.2598,0.52403,-0.73851,0.22413,-0.014251,-0.13697,0.15141,-0.15305,0.015468,0.50212,-0.63448,-0.55473,0.069703,0.28245,0.029824,0.075565,0.16185,-0.015884,-0.046751,0.0045282
1,0.14332,-0.52757,-0.96936,-0.032037,0.096312,0.1609,-0.13307,-0.13419,-0.034751,-0.018628,0.0055872,0.59711,-0.74153,0.3744,0.26393,0.17787,0.016434,0.2353,0.027319,0.036051,-0.04194,0.0046532
1,0.080643,0.34957,0.80081,0.22264,-0.0036786,0.28744,0.69087,0.51821,-0.48198,0.30401,-0.05903,0.70066,-0.94455,1.3579,0.40435,-0.0089767,0.28404,-0.41027,-0.059307,0.012543,-0.022594,0.0027314
1,0.15941,0.013693,1.8334,0.56509,-0.42067,-0.082971,0.57434,-0.18541,-0.42628,0.31221,-0.056008,0.34116,-0.20613,0.39949,-0.35905,0.33731,0.0084901,0.23229,0.17832,-0.1227,0.065195,-0.015012
0,0.47408,-0.8887,-1.102,-0.039948,0.25526,-0.015259,-0.1448,0.057456,-0.054036,-0.048551,0.0049358,0.23304,-0.57347,-0.078819,0.062005,-0.15076,0.076463,-0.15025,-0.0011752,-0.15035,0.035071,-0.01354
1,0.66608,-0.94204,0.69502,0.38505,0.15123,-0.13789,0.67625,-0.2428,0.11369,-0.064986,0.0071381,0.55473,-0.85803,-0.22133,0.12277,0.20909,-0.007156,0.086033,-0.031064,0.0065422,-0.050099,0.0052733
1,-1.4915,-0.34776,-0.17443,-0.33193,-1.623,0.34517,0.51721,-0.14053,-1.7462,1.0398,-0.17895,-2.6179,2.3195,-0.055055,-0.16497,-3.318,-0.11584,-0.054789,0.4093,-0.097358,-0.026074,-0.076456
1,0.41181,0.20315,-0.2318,0.48816,-0.11837,-0.63057,-0.055534,-0.36674,0.090041,-0.10946,0.023667,0.4677,-0.84992,-1.1009,-0.040323,0.26482,0.010123,-0.13517,0.0619,-0.059513,-0.047025,0.0042089
0,0.70066,-0.94455,1.3579,0.40435,-0.0089767,0.28404,-0.41027,-0.059307,0.012543,-0.022594,0.0027314,0.39207,-0.074779,-0.47494,-0.20649,0.52077,1.0081,-0.30626,-0.41899,-0.12736,-0.091464,-0.0067722
1,0.040897,2.8752,-0.22315,0.5112,0.17098,-0.17882,-0.33652,1.2822,0.0045587,-0.058621,0.023406,0.41962,1.3585,2.6583,-0.33742,0.55901,0.02361,0.39786,1.2538,0.099041,0.037552,-0.00029148
0,0.19583,1.6266,1.7048,-1.1255,1.2663,2.0351,0.49374,-1.4359,-0.27463,-0.027521,-0.036958,0.5061,-0.87714,0.056721,-0.23418,0.21947,-0.088836,-0.18452,-0.066147,-0.02478,-0.021728,0.004828
0,0.62581,-0.88542,0.42904,0.30031,0.18135,-0.12418,0.58536,-0.17658,0.084132,-0.058219,0.0061129,0.53855,-0.66077,-0.2142,0.20036,0.19944,-0.11842,0.24308,0.021913,0.032491,-0.05659,0.0075722
0,0.51238,-0.52099,-0.26789,0.2129,0.1902,-0.10396,0.21563,-0.10183,0.027,-0.066657,0.0080335,0.023624,1.3967,-0.3767,0.18445,0.35738,0.18788,0.32958,0.83088,-0.12373,0.06616,-0.00030869
0,0.24062,-0.43032,-0.88122,-0.15356,-0.057212,-0.12983,-0.2418,-0.11827,0.085927,-0.1755,0.027972,-0.65227,0.42473,-0.050045,-0.090288,0.040912,0.35672,0.30724,0.75206,-0.651,0.13533,0.18661
0,-0.51067,6.135,-0.83958,0.84278,0.39582,0.66109,-0.42378,-1.4542,0.034042,-0.29948,0.033409,0.43983,0.98292,1.7251,0.68488,-0.038518,-0.38785,0.49584,0.35943,0.10485,-0.014799,0.010039
0,0.45592,-0.74025,-1.0906,-0.012354,0.23349,-0.063405,-0.16874,0.063642,-0.048061,-0.052703,0.006609,-1.3352,-0.058455,-0.94551,0.13438,1.3267,1.1204,-0.11525,-0.60086,0.86241,0.61503,-0.24471
0,0.47457,-0.88882,-1.1023,-0.038613,0.25531,-0.014774,-0.14481,0.057623,-0.053554,-0.048865,0.0049778,0.45937,-0.75402,-1.0763,-0.009987,0.23092,-0.061338,-0.16902,0.043318,-0.04644,-0.054003,0.0066888
1,0.41962,1.3585,2.6583,-0.33742,0.55901,0.02361,0.39786,1.2538,0.099041,0.037552,-0.00029148,0.47576,-0.8898,-1.0929,-0.030286,0.25245,-0.011756,-0.14206,0.057316,-0.053523,-0.048581,0.0048738
1,0.50864,-0.56799,0.12468,0.2891,0.096828,-0.19464,0.33643,-0.0097564,0.015304,-0.027788,0.0036459,0.59711,-0.74153,0.3744,0.26393,0.17787,0.016434,0.2353,0.027319,0.036051,-0.04194,0.0046532
0,-0.33369,0.38391,-0.70656,0.12043,-0.8256,-0.31373,-0.24296,0.035357,-0.051739,-0.079907,-0.0080184,-6.4867,-1.6594,-0.50616,0.8581,1.4572,0.3876,-0.53406,0.16112,3.828,1.4233,0.36304
1,0.27674,0.54036,-0.99983,0.40883,-0.17549,-0.50442,-0.54332,-0.62788,0.042294,-0.16044,0.0275,0.46695,-0.88391,-1.0902,-0.086557,0.26373,-0.034773,-0.14839,0.051145,-0.056704,-0.046098,0.0049866
1,0.51455,-0.7064,-0.30663,0.078626,0.20897,-0.1626,0.18143,-0.020401,0.01305,-0.048774,0.007197,0.47255,-0.87356,-1.1019,-0.044076,0.26309,0.0014984,-0.14176,0.046335,-0.055071,-0.049698,0.0047426
0,0.5628,-0.88186,-0.27816,0.16976,0.22946,-0.10144,0.37889,-0.10015,0.03838,-0.061339,0.0062542,-0.058488,-0.29484,-0.28244,0.13251,-0.55459,-0.13786,-0.23345,-0.13883,-0.30732,0.11432,-0.026505
1,0.46522,-0.87929,-1.0955,-0.063231,0.25781,-0.014256,-0.14382,0.049427,-0.062474,-0.043938,0.0041448,0.47638,-0.88976,-1.0785,-0.031968,0.25058,-0.0077302,-0.15503,0.058714,-0.054378,-0.048044,0.004836
1,-1.8911,4.7916,-0.80397,1.8108,-1.9801,-2.8038,-1.4624,-1.1069,0.92754,0.081237,-0.18651,0.40477,1.4187,1.1422,0.33911,0.55304,0.60524,0.56692,0.88753,0.007853,-0.019885,-0.0022498
0,-0.57815,8.5297,0.11379,0.59052,1.4116,1.4084,0.68259,2.6156,-0.03779,-0.082189,-0.014748,0.0040073,-0.29528,-0.73473,-0.026903,-0.06802,0.1412,-0.010275,0.17314,-0.27507,0.14193,-0.023675
1,0.46021,-0.72978,-1.0468,-0.0449,0.28983,0.050869,-0.14505,0.13851,-0.061374,-0.045258,0.004093,0.35868,0.18159,-1.059,-0.23467,0.76698,1.232,0.087553,-0.72835,-0.15717,-0.11254,-0.012901
1,0.42551,-0.062676,-0.51479,0.19933,0.15454,-0.19181,-0.098833,0.19754,0.0032402,-0.05922,0.011578,0.48221,-0.84798,-0.95967,-0.016872,0.25157,0.0084756,-0.14273,0.07644,-0.050464,-0.04644,0.0046759
1,0.52744,-0.71847,-0.36019,0.15656,0.19045,-0.055182,0.061768,-0.031508,0.0068019,-0.056625,0.0068156,0.47148,-0.88686,-1.0959,-0.057953,0.25845,-0.022353,-0.14762,0.055171,-0.055152,-0.047508,0.0049577
1,-0.010987,-0.23242,-0.54626,0.014267,-0.2514,-0.085331,0.077473,0.034975,-0.37286,0.16703,-0.030396,-1.2281,-0.99045,-0.48794,-0.67223,-1.7572,0.71493,0.18613,0.25288,0.058387,-0.2134,0.0078623
0,0.47706,0.66763,1.6745,-0.14674,0.44483,1.5547,-1.0822,-1.0165,-0.14724,-0.091171,-0.0086612,0.46021,-0.72978,-1.0468,-0.0449,0.28983,0.050869,-0.14505,0.13851,-0.061374,-0.045258,0.004093
0,0.47409,-0.88177,-1.1033,-0.036518,0.25806,-0.0046487,-0.14284,0.052698,-0.054319,-0.049359,0.0048253,0.28834,1.6141,0.010071,0.1974,0.58997,0.31762,0.38999,1.3001,-0.017782,-0.017349,0.0026504
0,-0.059626,-0.29848,0.8052,-5.711,1.564,-2.4019,-0.8629,-0.7307,0.17321,-0.06624,0.071737,-0.6281,6.9023,-0.63948,0.85447,0.33599,0.23965,-0.08411,0.39563,0.041892,-0.20135,0.026096
0,-0.059626,-0.29848,0.8052,-5.711,1.564,-2.4019,-0.8629,-0.7307,0.17321,-0.06624,0.071737,-0.058488,-0.29484,-0.28244,0.13251,-0.55459,-0.13786,-0.23345,-0.13883,-0.30732,0.11432,-0.026505
1,0.52272,-0.69163,0.82397,0.34628,0.084534,-0.0086464,0.63624,-0.062367,-0.032646,0.02984,-0.0084003,0.88908,-0.88245,4.4697,0.65227,-0.60773,1.6939,-3.8461,0.56699,-0.27652,0.12863,-0.012293
0,0.46695,-0.88391,-1.0902,-0.086557,0.26373,-0.034773,-0.14839,0.051145,-0.056704,-0.046098,0.0049866,-0.047198,-0.75568,1.918,-2.1383,-0.49974,0.18937,-1.8484,0.08435,0.53424,-0.53622,0.089282
0,0.70066,-0.94455,1.3579,0.40435,-0.0089767,0.28404,-0.41027,-0.059307,0.012543,-0.022594,0.0027314,0.0040073,-0.29528,-0.73473,-0.026903,-0.06802,0.1412,-0.010275,0.17314,-0.27507,0.14193,-0.023675
1,-0.86106,-0.80299,-0.87685,-0.6732,-0.6597,0.15426,0.038195,0.078828,0.25786,0.15018,-0.16555,0.47638,-0.88976,-1.0785,-0.031968,0.25058,-0.0077302,-0.15503,0.058714,-0.054378,-0.048044,0.004836
0,0.49009,-0.88366,-0.75917,0.015938,0.20646,0.061494,-0.21905,0.042249,-0.066219,-0.035464,0.0025961,0.24062,-0.43032,-0.88122,-0.15356,-0.057212,-0.12983,-0.2418,-0.11827,0.085927,-0.1755,0.027972
0,0.22311,1.2445,-0.85879,0.70641,-0.37293,-1.0314,-0.53945,-0.72214,0.10506,-0.17642,0.038873,0.34116,-0.20613,0.39949,-0.35905,0.33731,0.0084901,0.23229,0.17832,-0.1227,0.065195,-0.015012
0,0.48441,-0.64398,-0.54191,0.1177,0.13555,-0.010751,-0.28132,-0.037915,-0.031259,-0.055241,0.0071158,0.57786,0.60867,1.8518,0.6895,0.24516,-0.026144,1.2492,-0.010782,0.17293,-0.06755,0.006849
1,0.14914,1.0622,-0.33904,0.58027,-0.28832,-0.7521,-0.058277,-0.14956,-0.018822,-0.042507,0.015447,0.55348,-0.88265,-0.35015,0.14283,0.22781,-0.079234,0.2823,-0.076459,0.024355,-0.058462,0.0060102
0,0.047143,1.3059,-0.50298,0.72458,-0.54805,-1.044,-0.45791,-0.73763,-0.050806,-0.039907,0.018994,0.50864,-0.56799,0.12468,0.2891,0.096828,-0.19464,0.33643,-0.0097564,0.015304,-0.027788,0.0036459
1,-0.086022,-0.0024438,1.5209,-0.16201,-0.44587,-0.47857,0.59178,-0.1682,-0.6292,0.4224,-0.066574,0.34907,-0.8087,-0.27682,-0.8876,0.32289,-0.29189,-0.38884,-0.068897,-0.12593,0.026885,0.0026358
0,0.032168,0.033918,-0.58313,0.067486,-0.1196,0.16858,-0.11878,-0.18279,-0.15053,0.016121,-0.0050914,0.14642,1.5981,0.88961,0.22779,0.44422,0.45691,0.76664,1.8006,-0.0395,0.066756,-0.0014916
0,0.53597,-0.88555,-0.36512,0.12469,0.2029,-0.038941,0.144,-0.037636,-0.0062779,-0.043842,0.0041591,0.24062,-0.43032,-0.88122,-0.15356,-0.057212,-0.12983,-0.2418,-0.11827,0.085927,-0.1755,0.027972
1,-0.50294,0.82446,-0.46126,0.20032,-0.13173,0.25177,-0.015693,-0.37796,-0.33581,0.3826,-0.10188,0.34907,-0.8087,-0.27682,-0.8876,0.32289,-0.29189,-0.38884,-0.068897,-0.12593,0.026885,0.0026358
1,0.55217,-0.81966,-0.20708,0.14729,0.22012,-0.037237,0.2177,-0.021499,0.015238,-0.05001,0.0051142,0.22311,1.2445,-0.85879,0.70641,-0.37293,-1.0314,-0.53945,-0.72214,0.10506,-0.17642,0.038873
1,-0.39097,2.2719,-0.97465,0.88634,-1.2203,-1.4773,-0.89956,-0.9258,0.23986,-0.26476,0.046465,-0.047198,-0.75568,1.918,-2.1383,-0.49974,0.18937,-1.8484,0.08435,0.53424,-0.53622,0.089282
1,0.52558,-0.81829,-0.32947,0.065265,0.1786,0.25414,-0.48639,0.04944,-0.073149,-0.033331,0.0018107,0.64224,-0.89139,0.56623,0.32898,0.15524,-0.023409,0.40499,-0.17629,0.073403,-0.057359,0.0057688
0,0.54302,-0.90923,-0.40669,0.12025,0.20866,-0.055112,0.15289,-0.05399,0.0028373,-0.050931,0.0051468,0.45015,-0.085125,0.76516,0.27706,0.23383,0.31642,0.29085,0.3614,-0.06172,0.041703,-0.011964
0,0.33045,-0.91278,-0.45232,0.04305,0.0012133,0.0043369,0.15259,-0.026594,-0.23646,0.082983,-0.019066,0.5213,-0.78124,-0.36677,0.084549,0.22191,0.024116,-0.0089582,0.067661,-0.020301,-0.038118,0.0030855
0,0.47371,-0.85631,-0.99314,-0.077987,0.26868,0.01631,-0.17287,0.02886,-0.055645,-0.047879,0.0047401,0.46894,-0.8844,-1.0448,-0.088851,0.25625,-0.029199,-0.15739,0.049942,-0.045663,-0.053133,0.0061015
1,0.37255,-0.46599,0.1229,0.21827,-0.0073306,0.008439,-0.020435,0.075392,-0.16262,0.070142,-0.014133,0.46904,-0.70058,-0.93292,0.029145,0.23331,-0.050537,-0.10706,0.071537,-0.036147,-0.053193,0.0065316
0,0.62775,-0.84519,3.7791,-0.81438,0.073056,-0.17434,-0.68651,-0.37437,0.043747,0.055091,-0.00010287,0.15941,0.013693,1.8334,0.56509,-0.42067,-0.082971,0.57434,-0.18541,-0.42628,0.31221,-0.056008
1,0.24055,0.032818,-0.37492,-0.10422,0.18081,0.21213,-0.10744,0.25999,-0.073783,-0.029518,0.0018123,0.29624,0.48706,-0.79921,0.28061,0.021051,-0.16636,-0.46686,-0.17695,-0.0063208,-0.10812,0.018182
0,0.46216,-0.77614,-1.0918,-0.053512,0.28757,0.022141,-0.12251,0.10459,-0.057016,-0.048093,0.0045204,-0.28199,0.15855,-0.28472,-0.10596,-0.12594,0.18645,0.055125,-0.29284,-0.43724,0.32471,-0.059234
0,0.59428,-0.88142,0.18826,0.25639,0.1808,-0.08751,0.44442,-0.12726,0.049701,-0.050076,0.0047912,0.4677,-0.84992,-1.1009,-0.040323,0.26482,0.010123,-0.13517,0.0619,-0.059513,-0.047025,0.0042089
0,0.3273,-0.052387,-0.45927,0.3597,-0.11228,-0.47926,-0.096026,-0.25348,-0.019347,-0.031202,0.0076642,-2.1138,-0.47145,-0.83597,0.24755,0.68795,0.44954,-0.13773,-0.24749,0.32371,0.56686,0.43154
0,0.6292,-0.63083,0.94091,0.42146,0.1449,0.0096882,0.53416,-0.24511,0.087661,-0.053749,0.0044723,0.56584,-0.65012,1.5701,0.51247,-0.15185,-0.088347,0.5353,-0.24648,0.11078,-0.061371,0.0063488
1,0.54752,-0.57409,0.0093937,0.32211,0.10568,-0.24968,0.30967,-0.22232,0.071485,-0.076856,0.011349,0.19583,1.6266,1.7048,-1.1255,1.2663,2.0351,0.49374,-1.4359,-0.27463,-0.027521,-0.036958
1,-0.086022,-0.0024438,1.5209,-0.16201,-0.44587,-0.47857,0.59178,-0.1682,-0.6292,0.4224,-0.066574,0.46637,-0.74479,-0.98946,0.0096862,0.22458,-0.029972,-0.18532,0.030216,-0.046187,-0.053589,0.0062232
0,0.42551,-0.062676,-0.51479,0.19933,0.15454,-0.19181,-0.098833,0.19754,0.0032402,-0.05922,0.011578,0.46216,-0.77614,-1.0918,-0.053512,0.28757,0.022141,-0.12251,0.10459,-0.057016,-0.048093,0.0045204
0,0.45107,-0.029149,0.043994,0.26676,0.21431,0.067687,0.14488,0.044845,0.004388,-0.045841,0.005143,0.15839,0.18955,-0.47089,0.36067,-0.18905,-0.41101,-0.14005,-0.26594,-0.1333,0.062355,-0.014579
0,-0.72841,3.4705,-0.84794,-0.54779,0.52518,3.0963,0.38031,-1.4732,0.45096,-0.76661,0.076554,-0.086022,-0.0024438,1.5209,-0.16201,-0.44587,-0.47857,0.59178,-0.1682,-0.6292,0.4224,-0.066574
1,0.28652,0.0085077,-0.75939,0.26833,-0.0094431,-0.32469,-0.22886,-0.1259,-0.0061973,-0.03868,0.0052682,0.22311,1.2445,-0.85879,0.70641,-0.37293,-1.0314,-0.53945,-0.72214,0.10506,-0.17642,0.038873
1,-2.1138,-0.47145,-0.83597,0.24755,0.68795,0.44954,-0.13773,-0.24749,0.32371,0.56686,0.43154,0.34907,-0.8087,-0.27682,-0.8876,0.32289,-0.29189,-0.38884,-0.068897,-0.12593,0.026885,0.0026358
0,0.37255,-0.46599,0.1229,0.21827,-0.0073306,0.008439,-0.020435,0.075392,-0.16262,0.070142,-0.014133,0.57786,0.60867,1.8518,0.6895,0.24516,-0.026144,1.2492,-0.010782,0.17293,-0.06755,0.006849
1,-0.33369,0.38391,-0.70656,0.12043,-0.8256,-0.31373,-0.24296,0.035357,-0.051739,-0.079907,-0.0080184,0.47576,-0.8898,-1.0929,-0.030286,0.25245,-0.011756,-0.14206,0.057316,-0.053523,-0.048581,0.0048738
1,0.4275,0.1624,0.65767,-0.24561,0.44859,-0.085833,0.48268,0.54991,0.0079202,0.0053268,0.003036,0.28652,0.0085077,-0.75939,0.26833,-0.0094431,-0.32469,-0.22886,-0.1259,-0.0061973,-0.03868,0.0052682
1,-2.2859,5.0009,-0.72969,1.1711,-3.0245,-1.996,-0.95057,-1.1472,0.33001,-0.22023,0.080554,0.32972,0.377,1.5592,0.47088,-0.087989,-0.072169,0.75443,0.51454,-0.041351,0.055414,-0.010072
1,0.040897,2.8752,-0.22315,0.5112,0.17098,-0.17882,-0.33652,1.2822,0.0045587,-0.058621,0.023406,0.57472,-0.69008,0.87401,0.20259,0.043896,0.39638,-0.65275,0.1729,-0.029183,-0.021044,0.00097934
0,-0.50294,0.82446,-0.46126,0.20032,-0.13173,0.25177,-0.015693,-0.37796,-0.33581,0.3826,-0.10188,0.49822,-0.83287,-0.10779,0.17583,0.15317,-0.056847,0.34985,-0.041998,-0.042527,-0.004329,-0.0028006
1,0.47618,-0.8065,-0.94572,-0.019652,0.26406,0.022908,-0.10354,0.074821,-0.049898,-0.047112,0.0043219,0.47408,-0.8887,-1.102,-0.039948,0.25526,-0.015259,-0.1448,0.057456,-0.054036,-0.048551,0.0049358
1,-3.4887,-0.28364,-0.75366,-0.62497,-2.1841,0.75798,0.41755,0.25194,0.51147,0.22057,0.27665,0.50864,-0.56799,0.12468,0.2891,0.096828,-0.19464,0.33643,-0.0097564,0.015304,-0.027788,0.0036459
0,0.50142,-0.67203,-0.26728,0.042077,0.13527,0.38307,-0.8541,0.0069721,-0.10372,-0.037206,0.0022127,0.62775,-0.84519,3.7791,-0.81438,0.073056,-0.17434,-0.68651,-0.37437,0.043747,0.055091,-0.00010287
1,-1.3378,-0.63264,-0.58294,-0.51134,0.072028,-0.1465,-0.10627,-0.021926,0.040525,-0.1845,-0.97019,0.38146,-0.070053,-0.19164,-0.37161,0.41919,-0.16929,0.18296,0.32133,-0.040298,-0.0094546,0.00483
1,-0.171,-0.30684,0.025167,0.052708,-0.37665,0.29233,0.014383,-0.13472,-0.24845,0.14391,-0.032006,0.46103,0.27308,2.0924,0.086975,0.31933,0.054933,0.92511,0.36407,-0.021706,0.09212,-0.018081
1,0.33906,1.1801,0.0079859,0.42917,0.22274,-0.33003,0.32544,0.78143,0.068218,-0.056991,0.016459,0.47638,-0.88976,-1.0785,-0.031968,0.25058,-0.0077302,-0.15503,0.058714,-0.054378,-0.048044,0.004836
1,-0.86106,-0.80299,-0.87685,-0.6732,-0.6597,0.15426,0.038195,0.078828,0.25786,0.15018,-0.16555,0.47408,-0.8887,-1.102,-0.039948,0.25526,-0.015259,-0.1448,0.057456,-0.054036,-0.048551,0.0049358
0,0.51455,-0.7064,-0.30663,0.078626,0.20897,-0.1626,0.18143,-0.020401,0.01305,-0.048774,0.007197,-0.024791,1.5779,-0.64239,0.65798,-0.43269,-0.80692,-0.54071,-0.72287,-0.0051366,-0.064009,0.020839
