Choice,A_follower_count,A_following_count,A_listed_count,A_mentions_received,A_retweets_received,A_mentions_sent,A_retweets_sent,A_posts,A_network_feature_1,A_network_feature_2,A_network_feature_3,B_follower_count,B_following_count,B_listed_count,B_mentions_received,B_retweets_received,B_mentions_sent,B_retweets_sent,B_posts,B_network_feature_1,B_network_feature_2,B_network_feature_3
0,-0.31568,-0.24866,-0.32752,-0.095647,-0.099359,-0.5683,-0.52342,-0.46155,-0.18755,0.57638,-0.15868,-0.076094,-0.24519,0.61869,0.037092,-0.013404,0.1842,0.60234,0.75878,0.25793,-0.35391,-0.25382
1,-0.31596,-0.24502,-0.33863,-0.095044,-0.099028,-0.36522,-0.38886,-0.31935,-0.18475,0.55476,0.11138,-0.3177,-0.24131,-0.35069,-0.095862,-0.099559,-0.37207,-0.14689,-0.37242,-0.18837,-0.46415,-0.4881
0,-0.31686,-0.18892,-0.34725,-0.095856,-0.099544,-0.35966,-0.2649,-0.29116,-0.1883,-0.7164,-0.57762,-0.085475,0.52811,0.043872,-0.094307,-0.099176,-0.39025,-0.27878,-0.37089,-0.1826,2.956,1.8583
1,-0.31151,-0.0069976,-0.30077,-0.094175,-0.098385,1.2294,0.38439,0.24586,-0.18267,0.94698,1.2495,-0.31842,-0.23766,-0.35194,-0.095939,-0.099651,-0.54242,-0.39926,-0.44848,-0.18862,-0.79153,-0.64272
0,-0.291,0.2915,-0.04058,-0.085969,-0.09615,0.72973,-0.52342,0.17718,-0.15678,1.9856,0.88453,-0.27448,-0.2424,-0.039748,-0.090757,-0.096215,-0.23569,-0.2658,-0.33144,-0.16797,0.11834,0.15823
0,-0.31798,-0.24767,-0.34968,-0.095939,-0.099672,-0.61873,-0.52342,-0.46102,-0.18862,7.1271,1.3658,-0.291,0.2915,-0.04058,-0.085969,-0.09615,0.72973,-0.52342,0.17718,-0.15678,1.9856,0.88453
0,-0.31711,-0.19112,-0.3495,-0.095807,-0.099429,-0.61873,-0.52342,-0.43383,-0.18809,-0.75831,-0.57002,-0.30891,-0.22471,-0.31337,-0.094699,-0.097588,-0.48913,-0.26357,-0.42023,-0.18307,0.0062999,-0.32235
0,-0.29088,-0.25625,-0.1762,-0.092321,-0.096951,-0.54645,-0.40294,-0.47498,-0.17327,1.4876,0.84132,1.2572,10.863,0.83669,-0.061527,-0.079436,3.6636,-0.26604,1.7755,-0.05632,-0.14958,-0.051447
0,-0.017048,-0.24276,0.094746,-0.073352,-0.067331,-0.20816,0.12077,0.15929,-0.097744,-0.46568,-0.2686,-0.26097,-0.24692,0.01903,-0.071682,-0.085385,-0.10658,0.6264,-0.15857,-0.10614,-0.23076,-0.30734
0,-0.31818,-0.24803,-0.34921,-0.095558,-0.09945,-0.21617,0.0084871,-0.35295,-0.18755,-0.17083,-0.46583,-0.29532,-0.23905,-0.27884,-0.08687,-0.092402,-0.31419,0.36814,0.62922,-0.15294,-0.49354,-0.33254
0,-0.31838,-0.25324,-0.35147,-0.095955,-0.099672,-0.59288,-0.52342,-0.47408,-0.1887,-0.80576,-0.66435,-0.20593,-0.23905,-0.18625,-0.093121,-0.097327,0.67386,0.74943,0.17529,-0.17769,0.7049,0.24564
1,0.46447,-0.24234,0.50013,0.096572,0.0064659,1.2032,1.1869,-0.14177,0.35293,-0.71482,-0.44273,-0.30494,-0.18456,-0.35176,-0.095931,-0.099652,-0.61873,-0.52342,-0.48726,-0.18859,-0.78046,-0.62563
0,-0.31855,-0.25395,-0.35212,-0.095946,-0.099672,-0.59209,-0.39021,-0.47368,-0.18866,-0.80576,-0.66435,-0.25874,-0.23653,-0.11017,-0.093932,-0.097378,-0.39526,-0.52342,-0.11074,-0.18012,1.2557,0.48246
0,-0.14839,-0.21458,-0.18565,-0.095047,-0.099243,-0.40638,-0.26094,-0.40639,-0.1854,1.6448,0.77796,-0.30751,-0.24638,-0.30321,-0.091619,-0.094115,0.032981,-0.13889,0.02801,-0.17198,0.19259,-0.027877
0,-0.30926,0.099701,-0.33578,-0.074899,-0.061342,2.2334,3.1478,1.2081,-0.1255,-0.58306,-0.41681,2.0421,-0.25411,1.2119,-0.030736,-0.018061,-0.61873,-0.52342,-0.48726,0.073869,-0.55388,-0.12027
0,-0.31334,-0.25314,-0.32573,-0.095851,-0.099595,-0.61873,-0.52342,-0.46129,-0.18837,-0.62072,-0.34874,-0.25031,2.3417,0.16725,-0.063822,-0.065533,-0.1618,-0.52342,1.3604,-0.089459,0.19756,0.27147
1,-0.19202,-0.25215,-0.31955,-0.072729,-0.054726,-0.061796,-0.52342,-0.095365,-0.095341,-0.76945,-0.57449,-0.31673,-0.22732,-0.34249,-0.095871,-0.099567,-0.61873,-0.52342,-0.48726,-0.18837,-0.62758,-0.50492
1,0.065232,-0.22871,0.54767,0.15701,0.39282,1.7275,0.66362,0.48329,0.67055,-0.60341,-0.41362,-0.30879,-0.24355,-0.34386,-0.095555,-0.099539,-0.51533,-0.2649,-0.38252,-0.18726,-0.46935,-0.17515
1,16.583,2.4982,14.094,1.1234,0.55138,-0.61873,-0.52342,-0.48726,1.7774,-0.63803,-0.30858,2.7236,-0.23996,0.42174,0.37729,0.34388,-0.52162,-0.52342,-0.38457,0.8484,-0.71277,-0.31179
1,8.1953,0.69178,5.0206,0.50609,0.46308,-0.59155,-0.52342,-0.40739,1.9995,-0.70542,-0.42022,-0.24298,2.8559,-0.2578,-0.084945,-0.091804,-0.61873,-0.52342,-0.48726,-0.16033,0.3543,1.3777
1,-0.31641,-0.24977,-0.33239,-0.095612,-0.099341,-0.46534,-0.52342,-0.38334,-0.1873,-0.2571,0.088717,-0.31768,-0.22153,-0.34796,-0.095331,-0.099351,-0.02401,0.3927,-0.14647,-0.18626,-0.62337,-0.49145
0,-0.31845,-0.24834,-0.35164,-0.095852,-0.099632,-0.46852,-0.40294,-0.42193,-0.18837,-0.65288,-0.57643,0.76011,-0.25167,0.40129,0.40329,0.085297,2.195,6.2288,0.47951,1.0897,-0.64568,-0.29328
0,-0.31709,-0.25145,-0.34172,-0.094354,-0.098226,0.32807,-0.0034432,0.41346,-0.18385,0.11274,-0.27523,-0.31012,-0.24016,-0.2452,-0.095793,-0.099502,-0.56956,-0.4005,-0.44769,-0.18798,0.68497,-0.11175
1,-0.25031,2.3417,0.16725,-0.063822,-0.065533,-0.1618,-0.52342,1.3604,-0.089459,0.19756,0.27147,1.1518,2.1508,-0.33352,-0.095254,-0.098704,-0.61873,-0.52342,-0.48726,-0.18633,-0.27777,2.4547
0,0.75817,-0.24153,0.99501,-0.077984,-0.078913,-0.53923,-0.38613,-0.44768,-0.11994,-0.41208,0.017234,0.10575,-0.25268,-0.016748,0.023049,0.093274,1.2532,-0.13272,4.283,0.20413,-0.7106,-0.45495
0,-0.31777,-0.24547,-0.34332,-0.095769,-0.099565,-0.38771,-0.25932,-0.29055,-0.18819,0.090955,-0.34098,-0.31499,-0.22183,-0.34154,-0.095165,-0.09933,0.073652,0.0060501,-0.25084,-0.18565,-0.34554,-0.3108
0,-0.30829,-0.23257,-0.33875,-0.092634,-0.097147,-0.035994,0.0015992,-0.21835,-0.17546,-0.63075,-0.42842,-0.27797,1.0972,-0.049019,-0.090432,-0.09299,-0.059784,-0.52342,3.3153,-0.16833,1.1479,1.0346
1,-0.29759,-0.25409,-0.21299,-0.094297,-0.097681,-0.51321,-0.52342,-0.44704,-0.18195,0.25883,-0.28791,-0.30829,-0.23257,-0.33875,-0.092634,-0.097147,-0.035994,0.0015992,-0.21835,-0.17546,-0.63075,-0.42842
1,-0.29759,-0.25409,-0.21299,-0.094297,-0.097681,-0.51321,-0.52342,-0.44704,-0.18195,0.25883,-0.28791,-0.14373,-0.24696,-0.15136,-0.053025,-0.05889,4.5572,3.6122,3.8798,-0.064963,-0.63577,-0.40466
0,4.6547,-0.2534,5.5293,-0.026373,-0.033079,-0.54164,-0.52342,-0.44796,0.097468,-0.45338,-0.19633,3.1935,-0.25445,2.2383,0.36257,0.84305,-0.076034,0.12756,-0.054673,1.4936,-0.7363,-0.51565
0,-0.31151,-0.0069976,-0.30077,-0.094175,-0.098385,1.2294,0.38439,0.24586,-0.18267,0.94698,1.2495,-0.25263,-0.24062,-0.2682,-0.086128,-0.087038,2.7352,1.2401,0.91703,-0.15814,-0.54501,0.10623
0,-0.31811,-0.24349,-0.35034,-0.095635,-0.09958,-0.074011,-0.1392,-0.27521,-0.18755,0.11382,-0.36025,-0.30196,-0.25195,-0.21228,-0.092742,-0.096633,-0.16853,0.00078554,-0.32597,-0.17643,0.49553,0.55876
0,-0.31833,-0.244,-0.35028,-0.095526,-0.099578,-0.042723,0.39399,-0.18186,-0.18748,-0.079847,-0.21996,-0.018961,2.7895,0.053025,-0.086901,-0.092343,1.5798,0.11044,0.31679,-0.1642,1.4316,1.4597
1,-0.073608,-0.25625,0.24457,-0.068181,-0.063855,-0.13407,-0.27116,-0.14336,-0.075149,-0.58854,-0.41841,-0.31049,-0.1208,-0.32549,-0.095947,-0.099672,-0.61873,-0.52342,-0.31549,-0.18866,0.42782,-0.15468
0,-0.29506,0.59679,-0.26636,-0.095942,-0.099654,-0.61873,-0.52342,-0.48726,-0.18862,-0.39773,-0.37147,-0.20753,-0.24991,0.11834,-0.089516,-0.089811,-0.30621,0.26319,-0.25939,-0.16434,-0.35885,-0.24332
1,-0.30253,0.33571,-0.29982,-0.091238,-0.097332,0.051999,-0.39926,0.15861,-0.18052,-0.11515,-0.045045,-0.31711,-0.19112,-0.3495,-0.095807,-0.099429,-0.61873,-0.52342,-0.43383,-0.18809,-0.75831,-0.57002
0,0.44846,-0.25449,0.23465,-0.081639,-0.078304,-0.59182,-0.52342,-0.44757,-0.12751,-0.71107,-0.52702,-0.25556,0.88574,-0.24651,-0.081688,-0.098327,2.064,-0.398,0.43947,-0.15986,1.7669,1.6032
0,-0.30215,0.34542,-0.25192,-0.095392,-0.09929,0.22323,-0.40294,-0.12235,-0.18633,-0.089049,-0.32441,-0.25556,0.88574,-0.24651,-0.081688,-0.098327,2.064,-0.398,0.43947,-0.15986,1.7669,1.6032
1,1.4671,0.91683,1.3777,-0.046804,-0.072603,0.24522,0.23452,-0.265,-0.056643,-0.38865,0.24509,2.7236,-0.23996,0.42174,0.37729,0.34388,-0.52162,-0.52342,-0.38457,0.8484,-0.71277,-0.31179
0,-0.31674,-0.23499,-0.34231,-0.095839,-0.099578,-0.5148,-0.52342,-0.43427,-0.18816,0.10329,-0.2762,-0.31426,-0.2428,-0.32514,-0.09555,-0.099405,0.94652,0.74317,-0.12087,-0.18741,0.36271,0.1706
0,-0.31822,-0.2467,-0.35182,-0.095948,-0.099651,-0.61873,-0.52342,-0.40666,-0.18866,-0.3408,0.21685,-0.31673,-0.22732,-0.34249,-0.095871,-0.099567,-0.61873,-0.52342,-0.48726,-0.18837,-0.62758,-0.50492
0,0.95173,-0.23974,4.077,0.068655,0.072113,1.0773,-0.52342,0.39058,0.3242,-0.25712,-0.26101,1.0383,-0.14862,3.0058,0.55364,0.81164,1.5296,7.8871,6.5072,1.9162,-0.56206,-0.38148
0,-0.31805,-0.23766,-0.3482,-0.095938,-0.099672,-0.59365,-0.52342,-0.47447,-0.18862,-0.66817,-0.45039,-0.31674,-0.23499,-0.34231,-0.095839,-0.099578,-0.5148,-0.52342,-0.43427,-0.18816,0.10329,-0.2762
1,1.0054,0.15431,0.58886,0.091105,-0.099074,-0.54497,-0.39926,-0.43528,0.47656,-0.76039,-0.58367,-0.30649,0.16501,-0.3249,-0.095905,-0.099611,-0.51659,-0.012689,-0.35841,-0.18845,1.3632,1.0985
1,-0.30494,-0.18456,-0.35176,-0.095931,-0.099652,-0.61873,-0.52342,-0.48726,-0.18859,-0.78046,-0.62563,-0.29684,-0.23897,-0.19534,-0.090487,-0.096047,2.2677,1.1561,0.77149,-0.16894,0.40319,-0.1618
1,-0.2135,-0.24916,-0.28918,-0.079323,-0.085928,0.7671,1.0055,0.23043,-0.12428,-0.67612,-0.42037,-0.291,0.2915,-0.04058,-0.085969,-0.09615,0.72973,-0.52342,0.17718,-0.15678,1.9856,0.88453
1,0.026776,-0.24975,0.078996,-0.033633,-0.068497,-0.25711,0.38969,-0.14909,-0.0018417,-0.67672,-0.42739,0.46447,-0.24234,0.50013,0.096572,0.0064659,1.2032,1.1869,-0.14177,0.35293,-0.71482,-0.44273
0,-0.30316,-0.20344,-0.28924,-0.093583,-0.09757,1.6826,-0.27258,0.96494,-0.17898,0.94305,0.62052,-0.29759,-0.25409,-0.21299,-0.094297,-0.097681,-0.51321,-0.52342,-0.44704,-0.18195,0.25883,-0.28791
1,0.25647,-0.18916,-0.32983,-0.093908,-0.097254,-0.46733,-0.40173,-0.35954,-0.18235,-0.27928,10.399,4.2349,-0.2146,0.71135,0.063452,-0.034007,0.13727,0.37938,-0.32764,0.25072,-0.65028,-0.059016
0,-0.25614,-0.14717,-0.32983,-0.095428,-0.099124,-0.53824,-0.52342,0.89496,-0.18687,-0.6264,0.046195,-0.21991,0.05042,-0.20295,-0.0954,-0.099258,-0.61873,-0.52342,-0.48726,-0.18622,2.242,2.431
1,-0.30891,-0.22471,-0.31337,-0.094699,-0.097588,-0.48913,-0.26357,-0.42023,-0.18307,0.0062999,-0.32235,-0.24879,0.73826,0.20588,-0.09058,-0.091386,-0.49324,-0.52342,-0.27879,-0.16718,-0.28574,-0.3179
0,-0.29088,-0.25625,-0.1762,-0.092321,-0.096951,-0.54645,-0.40294,-0.47498,-0.17327,1.4876,0.84132,-0.19063,-0.21424,0.11543,-0.094192,-0.099054,-0.59209,-0.39021,-0.47368,-0.18127,-0.5219,-0.50203
1,-0.27048,-0.25346,-0.24645,-0.077121,-0.085547,-0.15231,0.38278,-0.22183,-0.12618,-0.51388,-0.44249,-0.31733,-0.19907,-0.34071,-0.09538,-0.099159,0.84391,0.13543,-0.1418,-0.18654,0.039067,-0.080314
1,-0.31777,-0.24547,-0.34332,-0.095769,-0.099565,-0.38771,-0.25932,-0.29055,-0.18819,0.090955,-0.34098,-0.31802,-0.24246,-0.34832,-0.095938,-0.099624,-0.4585,-0.52342,-0.37852,-0.18862,-0.80101,-0.60805
1,0.3515,-0.245,0.83972,-0.060384,-0.042763,-0.16436,-0.15709,-0.16192,-0.04427,-0.25877,-0.096633,-0.31513,-0.24961,-0.32752,-0.095636,-0.099104,-0.591,-0.52342,-0.47312,-0.18726,-0.054939,-0.33781
1,-0.31102,-0.24933,-0.28146,-0.095293,-0.098814,-0.61873,-0.52342,-0.44836,-0.18576,0.703,1.0947,-0.31849,-0.25498,-0.3517,-0.095955,-0.099672,-0.61873,-0.52342,-0.47381,-0.1887,-0.80576,-0.66435
1,-0.20593,-0.23905,-0.18625,-0.093121,-0.097327,0.67386,0.74943,0.17529,-0.17769,0.7049,0.24564,-0.31518,-0.2549,-0.34742,-0.09564,-0.099422,-0.59314,-0.52342,-0.35517,-0.18758,-0.52599,0.18108
1,-0.017048,-0.24276,0.094746,-0.073352,-0.067331,-0.20816,0.12077,0.15929,-0.097744,-0.46568,-0.2686,-0.31398,-0.24987,-0.33964,-0.095606,-0.099651,-0.61873,-0.52342,-0.48726,-0.18719,-0.55181,-0.35046
1,-0.30215,0.34542,-0.25192,-0.095392,-0.09929,0.22323,-0.40294,-0.12235,-0.18633,-0.089049,-0.32441,-0.14839,-0.21458,-0.18565,-0.095047,-0.099243,-0.40638,-0.26094,-0.40639,-0.1854,1.6448,0.77796
1,-0.25556,0.88574,-0.24651,-0.081688,-0.098327,2.064,-0.398,0.43947,-0.15986,1.7669,1.6032,-0.23376,-0.25637,0.055996,-0.095623,-0.099159,-0.61873,-0.52342,-0.48726,-0.18719,-0.17361,-0.3662
0,-0.31681,-0.22336,-0.33792,-0.095938,-0.09965,-0.61873,-0.52342,-0.47395,-0.18862,-0.80576,-0.66302,0.49554,-0.24826,0.36908,-0.065168,-0.09049,0.16265,0.77974,-0.23479,-0.095556,-0.60375,-0.32073
1,-0.31767,-0.25017,-0.34362,-0.095436,-0.099051,-0.25363,-0.52342,-0.30258,-0.18669,1.1441,1.1155,-0.31035,-0.25102,-0.2934,-0.092355,-0.093895,-0.56751,-0.26728,-0.44886,-0.17535,0.19074,-0.10753
1,1.1518,2.1508,-0.33352,-0.095254,-0.098704,-0.61873,-0.52342,-0.48726,-0.18633,-0.27777,2.4547,-0.291,0.2915,-0.04058,-0.085969,-0.09615,0.72973,-0.52342,0.17718,-0.15678,1.9856,0.88453
0,17.118,2.2336,32.284,42.004,42.712,0.35948,1.268,-0.06809,32.837,-0.72581,-0.47381,16.583,2.4982,14.094,1.1234,0.55138,-0.61873,-0.52342,-0.48726,1.7774,-0.63803,-0.30858
0,-0.3058,0.24405,-0.34374,-0.09566,-0.098924,-0.51915,-0.0255,1.7574,-0.18827,0.34852,2.1313,0.38827,2.7219,0.54173,0.26806,0.39266,0.45535,-0.52342,9.7357,0.83574,-0.70172,-0.48063
1,-0.30926,0.099701,-0.33578,-0.074899,-0.061342,2.2334,3.1478,1.2081,-0.1255,-0.58306,-0.41681,-0.31833,-0.244,-0.35028,-0.095526,-0.099578,-0.042723,0.39399,-0.18186,-0.18748,-0.079847,-0.21996
1,-0.21164,-0.25088,0.015583,-0.093874,-0.098517,-0.61873,-0.52342,-0.18623,-0.18113,-0.28457,0.61457,-0.31802,-0.24246,-0.34832,-0.095938,-0.099624,-0.4585,-0.52342,-0.37852,-0.18862,-0.80101,-0.60805
0,-0.31768,-0.22379,-0.34285,-0.095593,-0.099577,0.45141,1.5542,-0.029686,-0.18769,7.0158,0.48622,-0.27908,-0.23649,0.04304,-0.092954,-0.096886,-0.59262,-0.52342,-0.46063,-0.17654,1.2909,0.33933
1,-0.31833,-0.24674,-0.34998,-0.095809,-0.099602,-0.45751,-0.25697,-0.37877,-0.18816,0.97439,-0.13506,-0.31731,-0.22169,-0.35111,-0.095803,-0.09965,-0.56828,-0.52342,-0.44822,-0.18805,0.00028222,-0.19318
0,-0.25565,-0.24902,0.062177,-0.071999,-0.082967,-0.13027,-0.398,-0.11889,-0.10495,-0.24032,-0.33789,-0.31125,-0.24278,-0.3079,-0.093901,-0.097489,0.092517,-0.398,-0.14803,-0.18145,0.64127,-0.081502
0,-0.31822,-0.2467,-0.35182,-0.095948,-0.099651,-0.61873,-0.52342,-0.40666,-0.18866,-0.3408,0.21685,-0.31682,-0.25062,-0.34618,-0.095329,-0.099415,-0.018369,-0.25832,-0.30274,-0.18651,-0.052299,0.38574
0,-0.29298,-0.22102,-0.32282,-0.088921,-0.09352,-0.61873,-0.52342,-0.48726,-0.16721,-0.66175,-0.11682,-0.19148,-0.22423,0.047914,-0.071664,-0.070498,2.3067,-0.13943,0.60522,-0.10348,-0.17572,-0.18445
1,-0.31828,-0.25536,-0.35046,-0.095938,-0.099672,-0.61873,-0.52342,-0.46099,-0.18862,-0.22218,-0.48462,-0.040182,0.0064886,0.44105,0.11281,-0.093837,-0.34922,-0.52342,-0.41959,0.098328,-0.011966,0.22186
0,-0.31733,-0.19907,-0.34071,-0.09538,-0.099159,0.84391,0.13543,-0.1418,-0.18654,0.039067,-0.080314,1.2572,10.863,0.83669,-0.061527,-0.079436,3.6636,-0.26604,1.7755,-0.05632,-0.14958,-0.051447
0,0.4092,-0.24129,2.119,0.025952,0.038033,0.22872,2.8313,0.69637,0.24896,-0.2558,-0.24713,1.7435,-0.25114,1.5935,0.16389,0.27097,-0.41079,-0.39926,0.048646,0.71915,-0.6985,-0.41533
0,-0.31859,-0.25623,-0.35218,-0.095676,-0.099654,-0.49084,-0.52342,-0.34263,-0.18848,-0.78678,-0.6473,-0.31842,-0.23766,-0.35194,-0.095939,-0.099651,-0.54242,-0.39926,-0.44848,-0.18862,-0.79153,-0.64272
0,0.20492,-0.23961,0.27714,-0.093269,-0.097727,-0.61873,-0.52342,-0.47395,-0.17837,-0.67567,-0.52911,0.55653,-0.24077,1.4676,-0.034411,-0.061526,2.4183,3.2209,0.44296,0.035852,-0.3007,-0.19211
1,-0.31151,-0.0069976,-0.30077,-0.094175,-0.098385,1.2294,0.38439,0.24586,-0.18267,0.94698,1.2495,-0.31859,-0.25247,-0.3523,-0.095955,-0.099672,-0.61873,-0.52342,-0.47395,-0.1887,-0.80576,-0.66435
1,-0.31513,-0.24961,-0.32752,-0.095636,-0.099104,-0.591,-0.52342,-0.47312,-0.18726,-0.054939,-0.33781,-0.26916,0.82309,-0.16586,-0.094193,-0.097217,-0.61873,-0.52342,-0.48726,-0.18142,-0.5202,-0.093783
0,-0.31805,-0.23766,-0.3482,-0.095938,-0.099672,-0.59365,-0.52342,-0.47447,-0.18862,-0.66817,-0.45039,-0.017048,-0.24276,0.094746,-0.073352,-0.067331,-0.20816,0.12077,0.15929,-0.097744,-0.46568,-0.2686
0,-0.31846,-0.25556,-0.35141,-0.095948,-0.099653,-0.61873,-0.52342,-0.48726,-0.18866,-0.79627,-0.65779,-0.27797,1.0972,-0.049019,-0.090432,-0.09299,-0.059784,-0.52342,3.3153,-0.16833,1.1479,1.0346
1,0.55653,-0.24077,1.4676,-0.034411,-0.061526,2.4183,3.2209,0.44296,0.035852,-0.3007,-0.19211,-0.31562,-0.24525,-0.33916,-0.095772,-0.099578,-0.41205,-0.14059,-0.42119,-0.18812,-0.58584,-0.53044
0,-0.3183,-0.23778,-0.35194,-0.095814,-0.099621,-0.13359,-0.12361,-0.33614,-0.18841,1.1929,1.8233,-0.22474,-0.20915,-0.077368,-0.069831,-0.069208,0.38227,2.0699,0.4095,-0.092256,-0.4304,-0.30258
1,-0.073608,-0.25625,0.24457,-0.068181,-0.063855,-0.13407,-0.27116,-0.14336,-0.075149,-0.58854,-0.41841,1.0054,0.15431,0.58886,0.091105,-0.099074,-0.54497,-0.39926,-0.43528,0.47656,-0.76039,-0.58367
1,0.37115,-0.25112,0.048092,-0.094041,-0.098349,-0.26932,-0.023876,-0.34578,-0.18084,1.6684,1.7569,-0.27448,-0.2424,-0.039748,-0.090757,-0.096215,-0.23569,-0.2658,-0.33144,-0.16797,0.11834,0.15823
1,-0.31049,-0.1208,-0.32549,-0.095947,-0.099672,-0.61873,-0.52342,-0.31549,-0.18866,0.42782,-0.15468,-0.31562,-0.24517,-0.32383,-0.093475,-0.097037,-0.43871,-0.39545,-0.23968,-0.18045,1.1844,0.33095
1,-0.26598,-0.23669,0.027053,-0.090264,-0.093025,-0.33444,-0.13392,-0.31751,-0.16567,1.4562,0.77628,-0.31252,-0.25171,-0.32127,-0.095856,-0.099446,-0.48809,-0.52342,-0.3961,-0.18827,1.2589,0.41376
0,-0.27048,-0.25346,-0.24645,-0.077121,-0.085547,-0.15231,0.38278,-0.22183,-0.12618,-0.51388,-0.44249,0.75817,-0.24153,0.99501,-0.077984,-0.078913,-0.53923,-0.38613,-0.44768,-0.11994,-0.41208,0.017234
0,0.25647,-0.18916,-0.32983,-0.093908,-0.097254,-0.46733,-0.40173,-0.35954,-0.18235,-0.27928,10.399,-0.085381,-0.24991,-0.13401,-0.051581,-0.04077,-0.54169,-0.26747,-0.11938,-0.048179,-0.73118,-0.55121
0,-0.31691,-0.19348,-0.34451,-0.095955,-0.099672,-0.61873,-0.52342,-0.48726,-0.1887,-0.80576,-0.66435,-0.2135,-0.24916,-0.28918,-0.079323,-0.085928,0.7671,1.0055,0.23043,-0.12428,-0.67612,-0.42037
0,-0.31673,-0.22732,-0.34249,-0.095871,-0.099567,-0.61873,-0.52342,-0.48726,-0.18837,-0.62758,-0.50492,-0.31472,-0.24204,-0.2953,-0.095688,-0.099476,-0.46307,-0.26612,-0.42198,-0.18766,1.1446,0.098649
1,-0.31847,-0.24949,-0.35176,-0.095719,-0.099568,-0.49069,-0.39286,-0.40957,-0.18794,-0.10041,-0.28516,-0.31847,-0.24157,-0.352,-0.095901,-0.099647,-0.4656,-0.4005,-0.43684,-0.18848,-0.53532,-0.56602
1,-0.29986,-0.23925,-0.25661,-0.09447,-0.098803,-0.29383,-0.28246,-0.43589,-0.18285,0.44709,-0.14448,0.07434,-0.20253,0.43529,-0.092738,-0.096865,0.062253,0.78324,-0.22512,-0.17611,-0.25147,-0.039537
0,-0.31849,-0.25338,-0.35182,-0.095931,-0.099672,-0.61873,-0.52342,-0.48726,-0.18859,1.1395,0.031295,-0.31825,-0.24335,-0.34968,-0.095808,-0.099612,-0.46617,-0.14201,-0.3955,-0.18816,0.41643,-0.24202
1,-0.21991,0.05042,-0.20295,-0.0954,-0.099258,-0.61873,-0.52342,-0.48726,-0.18622,2.242,2.431,1.2572,10.863,0.83669,-0.061527,-0.079436,3.6636,-0.26604,1.7755,-0.05632,-0.14958,-0.051447
1,1.2572,10.863,0.83669,-0.061527,-0.079436,3.6636,-0.26604,1.7755,-0.05632,-0.14958,-0.051447,-0.31857,-0.25342,-0.3523,-0.095946,-0.099672,-0.5939,-0.52342,-0.4333,-0.18866,0.82636,0.14999
1,-0.25263,-0.24062,-0.2682,-0.086128,-0.087038,2.7352,1.2401,0.91703,-0.15814,-0.54501,0.10623,-0.31562,-0.24517,-0.32383,-0.093475,-0.097037,-0.43871,-0.39545,-0.23968,-0.18045,1.1844,0.33095
0,-0.31822,-0.2467,-0.35182,-0.095948,-0.099651,-0.61873,-0.52342,-0.40666,-0.18866,-0.3408,0.21685,-0.31798,-0.24767,-0.34968,-0.095939,-0.099672,-0.61873,-0.52342,-0.46102,-0.18862,7.1271,1.3658
0,-0.21164,-0.25088,0.015583,-0.093874,-0.098517,-0.61873,-0.52342,-0.18623,-0.18113,-0.28457,0.61457,0.026776,-0.24975,0.078996,-0.033633,-0.068497,-0.25711,0.38969,-0.14909,-0.0018417,-0.67672,-0.42739
1,-0.24879,0.73826,0.20588,-0.09058,-0.091386,-0.49324,-0.52342,-0.27879,-0.16718,-0.28574,-0.3179,-0.31858,-0.25637,-0.3523,-0.095955,-0.099672,-0.61873,-0.52342,-0.47421,-0.1887,-0.80576,-0.66435
1,0.034306,-0.039885,-0.27629,-0.092208,-0.090176,-0.46945,-0.027908,-0.30888,-0.1732,-0.69956,-0.49301,-0.018961,2.7895,0.053025,-0.086901,-0.092343,1.5798,0.11044,0.31679,-0.1642,1.4316,1.4597
0,-0.31859,-0.25623,-0.35218,-0.095676,-0.099654,-0.49084,-0.52342,-0.34263,-0.18848,-0.78678,-0.6473,-0.26987,-0.25046,-0.29465,-0.032382,-0.024666,2.574,3.8755,4.4507,-0.042835,-0.68895,-0.37416
0,-0.31842,-0.2506,-0.35224,-0.095872,-0.099612,-0.49339,-0.52342,-0.42348,-0.18841,-0.76899,-0.40266,-0.30499,0.28277,-0.30059,-0.095838,-0.099672,-0.48702,-0.52342,-0.39427,-0.18827,-0.61044,-0.38684
1,-0.31597,-0.24248,-0.3353,-0.095199,-0.098922,-0.085444,0.26251,-0.2158,-0.18558,0.62949,-0.057777,-0.31406,-0.21256,-0.3397,-0.095922,-0.099628,-0.61873,-0.52342,-0.48726,-0.18859,0.073559,0.086803
1,-0.19063,-0.21424,0.11543,-0.094192,-0.099054,-0.59209,-0.39021,-0.47368,-0.18127,-0.5219,-0.50203,-0.31826,-0.25609,-0.3501,-0.095201,-0.098467,0.17947,1.3455,0.11019,-0.18676,-0.3577,-0.52414
1,-0.3058,0.24405,-0.34374,-0.09566,-0.098924,-0.51915,-0.0255,1.7574,-0.18827,0.34852,2.1313,-0.31844,-0.24543,-0.35194,-0.095955,-0.099672,-0.61873,-0.52342,-0.46036,-0.1887,-0.80576,-0.66435
1,0.75817,-0.24153,0.99501,-0.077984,-0.078913,-0.53923,-0.38613,-0.44768,-0.11994,-0.41208,0.017234,-0.31049,-0.1208,-0.32549,-0.095947,-0.099672,-0.61873,-0.52342,-0.31549,-0.18866,0.42782,-0.15468
