@relation peerindex-weka.filters.supervised.attribute.NominalToBinary-weka.filters.unsupervised.attribute.NumericToNominal-R1

@attribute class {0,1}
@attribute A_follower_count numeric
@attribute A_following_count numeric
@attribute A_listed_count numeric
@attribute A_mentions_received numeric
@attribute A_retweets_received numeric
@attribute A_mentions_sent numeric
@attribute A_retweets_sent numeric
@attribute A_posts numeric
@attribute A_network_feature_1 numeric
@attribute A_network_feature_2 numeric
@attribute A_network_feature_3 numeric
@attribute B_follower_count numeric
@attribute B_following_count numeric
@attribute B_listed_count numeric
@attribute B_mentions_received numeric
@attribute B_retweets_received numeric
@attribute B_mentions_sent numeric
@attribute B_retweets_sent numeric
@attribute B_posts numeric
@attribute B_network_feature_1 numeric
@attribute B_network_feature_2 numeric
@attribute B_network_feature_3 numeric

@data
1,4579,327,335,9.447318,3.468005,1.576868,0.100503,2.062173,39,57.820513,4246.461538,1919,1726,73,17.094471,3.367781,5.824671,1.864026,6.533475,68,19.220588,974.955882
0,314,398,11,2.911756,0.503462,1.546347,0.332423,1.333845,9,16.111111,495.777778,2260661,233,12680,13580.629438,1883.090015,27.182802,13.098383,18.349722,35645,16.870017,2092.420044
0,3162,244,178,43.663381,14.81874,9.213424,1.101452,17.102977,135,96.79562,2194.226277,17766,803,1802,4.512221,1.829895,0.573761,0.337132,0.847447,20,157.1,3116.05
1,143101,128686,8742,874.212873,347.630667,4.498471,0.100503,34.977978,2767,105.734781,5276.96262,3081505,119234,316,19.17302,9.949511,0.100503,0.100503,0.100503,66,55.641791,17588.059702
0,2256591,735,22670,488.964333,211.42579,0.865711,0.364793,0.847757,1917,41.48783,3843.376489,889300,183,5646,3237.313873,1964.290187,18.117281,0.852602,90.145841,10953,10.028592,1180.805341
0,1720,540,151,5.161848,1.181625,2.324112,0.608896,3.813661,14,94.5,1823.428571,7554,1711,181,21.601866,3.581661,6.764657,1.119727,4.563246,85,48.5,1993.627907
0,21591,1179,228,90.456506,25.798292,5.709329,1.111159,5.17662,369,18.442971,1330.366048,85138,67047,5103,150.340456,68.117366,5.480349,0.100503,71.879274,568,205.883275,9580.39547
1,44027,113,2344,45.204222,20.368967,1.116158,0.100503,0.859718,188,112.191489,2122.702128,21591,1179,228,90.456506,25.798292,5.709329,1.111159,5.17662,369,18.442971,1330.366048
1,44027,113,2344,45.204222,20.368967,1.116158,0.100503,0.859718,188,112.191489,2122.702128,366460,466,3381,1167.89693,415.263914,49.918633,8.061557,82.535177,3450,17.914359,1464.346275
0,10422587,147,98965,1892.914388,678.010954,0.842497,0.100503,0.842497,7979,37.135769,2639.140829,7360339,95,43590,12473.150064,9597.001073,5.323947,1.353624,8.266239,46906,7.32032,838.486589
0,14843,12352,867,48.530271,13.194818,17.888752,1.848025,13.939278,168,184.711765,10791.747059,138235,780,1415,267.436511,128.707883,32.381551,3.495343,26.60847,852,27.478563,4345.216686
0,1017,638,33,8.815529,1.030282,5.343413,0.840131,4.103394,32,96.909091,1714.787879,34860,219,2356,87.51419,31.036518,4.43365,1.109593,3.145193,342,137.135447,6896.9683
0,565,613,34,11.777206,1.050486,5.644562,1.866505,5.865445,34,76.5,2505.852941,627949,150866,6820,246.403846,74.70543,21.260939,1.320681,15.278066,683,235.787265,11977.043415
1,513424,6,10043,755.632593,364.713137,4.765335,0.586102,6.592067,3166,22.891596,1386.830366,16978,6715,451,0.332423,0.100503,0.100503,0.100503,3.342999,1,130,2874
0,49326,42259,1446,0.45234,0.275538,0.100503,0.100503,0.100503,2,43,1651.5,232753,320,7919,175.264776,100.48082,3.10849,1.614717,4.401919,679,47.096916,2374.155653
1,33669,29327,883,128.414854,23.919631,6.556255,0.339522,12.292205,228,72.779221,3492.194805,3106,3232,47,4.124998,2.571113,0.100503,0.100503,1.109068,17,5,531.944444
0,1607541,93,9876,389.53312,217.628442,0.359534,0.100503,0.84979,1706,9.979033,774.398952,132100,56571,1780,388.210787,13.790121,25.921914,0.341936,17.593847,804,271.116708,12786.251843
0,34463,29808,1689,15.430498,3.984029,8.204331,0.332423,6.988815,66,75.530303,1916.893939,132100,56571,1780,388.210787,13.790121,25.921914,0.341936,17.593847,804,271.116708,12786.251843
1,3742349,58111,29109,1337.14689,275.658603,8.416012,1.559522,4.296059,3682,43.957059,5128.202362,6375552,813,13024,12873.600932,4515.515176,1.03521,0.100503,2.039037,28917,9.799931,1988.04748
0,3893,1059,168,3.260473,1.051286,1.100824,0.100503,1.100824,15,95.8,2188.733333,9093,672,457,11.122021,2.813523,15.165935,2.538667,7.016759,36,123.138889,4708.166667
0,794,479,8,0.306073,0.306073,0.100503,0.100503,1.621981,1,49,4969,3914,1439,165,2.404212,1.161946,0.100503,0.100503,0.100503,9,18.777778,899
0,2662235,824,74528,4477.898354,1748.871733,16.424706,0.100503,16.671041,14301,57.818671,2274.401849,2843700,5337,56504,17670.645963,9277.324614,20.778006,16.29054,132.130398,58691,25.682301,1595.083804
0,1140,927,69,0.577497,0.100503,0.341936,0.100503,0.341936,2,14.5,1206.5,3893,1059,168,3.260473,1.051286,1.100824,0.100503,1.100824,15,95.8,2188.733333
1,2774790,20342,15836,5088.577165,6.183081,0.810461,0.339522,1.081757,18549,4.781339,454.967895,25360,20872,461,1.482593,0.716816,1.083654,1.083654,2.532744,7,228.571429,9940.714286
1,28613,3557,9,0.751434,0.295998,0.100503,0.100503,0.100503,3,2.666667,218.333333,45589,862,2641,148.854279,36.998884,27.881768,3.333492,23.861282,551,127.404293,2833.847943
1,220242,357,1062,452.547281,140.007534,13.439022,3.043693,13.647982,1796,13.661918,1375.807671,57840,27137,5245,271.75986,35.955804,13.079388,0.100503,12.642881,890,294.170732,8733.976718
1,723800,328,7257,1695.430195,317.463665,3.581057,1.858226,6.484086,5210,13.598488,1336.213611,1641075,695,14343,5237.291049,1080.583726,17.636112,3.39283,6.622206,15102,9.583602,1249.680529
0,32342,2622,1061,64.641882,21.492131,22.250288,0.58337,27.512838,271,184.297794,7245.231618,44027,113,2344,45.204222,20.368967,1.116158,0.100503,0.859718,188,112.191489,2122.702128
1,1205166,3329,378,55.79501,24.716005,1.557779,0.334766,2.511536,177,55.483333,62386.916667,9542820,2069,17897,4336.358286,668.570801,7.376996,1.838381,3.113625,12252,16.385138,3413.41185
0,130878,5409,378,14.441664,5.673754,0.875214,0.100503,26.191893,51,18.901961,4006.686275,206818,15196,2513,15.210108,4.314659,0.100503,0.100503,0.100503,69,321.188406,17454.115942
1,20288,1568,655,34.28379,21.317202,1.347967,0.600714,1.365922,157,85.578616,1928.503145,146298,49266,9392,146.311227,84.451019,1.308356,0.100503,4.035826,600,54.802306,1953.62603
0,58090,6,2963,98.954241,27.797596,0.796262,0.332423,0.332423,430,241.68046,8490.301149,268170,2087,7870,48.07372,6.383899,0.356943,0.356943,0.356943,207,29.914692,915.327014
1,100836,144,1781,512.444493,143.893264,4.589757,1.844932,5.110851,1743,30.759207,1251.028329,2651,2838,195,15.758126,5.319354,14.1783,1.36878,6.621655,60,89.031746,3293.31746
1,1720,540,151,5.161848,1.181625,2.324112,0.608896,3.813661,14,94.5,1823.428571,1203,689,67,0.581004,0.581004,1.642786,0.100503,2.153153,2,0.5,317.5
1,1404323,563,20057,967.720642,579.431128,4.473798,0.80568,6.241806,4027,57.643839,3201.293706,7271,335,417,8.786666,5.876231,0.367463,0.100503,0.367463,40,79.125,1841.3
1,15881,349,1192,18.115825,8.827289,0.100503,0.100503,0.834926,82,159,9918.831325,212,69,10,0.100503,0.100503,0.100503,0.100503,0.354379,0,0,0
1,236123,858,2794,77.193573,23.971076,12.541601,2.550725,12.607072,307,159.200647,5131.31068,7157,73,82,8.691432,2.642132,0.346839,0.100503,2.593924,31,29.483871,4767.290323
1,631958,674,7522,614.968745,329.330091,4.052279,1.340566,12.305035,2536,35.838659,2231.568979,9679,322,213,9.607163,0.310247,0.100503,0.100503,0.100503,42,26.761905,1770
1,34463,29808,1689,15.430498,3.984029,8.204331,0.332423,6.988815,66,75.530303,1916.893939,356712,2070,2804,24.82391,4.468126,2.144406,0.605767,1.627039,92,258.255319,8133
1,132100,56571,1780,388.210787,13.790121,25.921914,0.341936,17.593847,804,271.116708,12786.251843,177796,0,6870,9.148384,5.322695,0.100503,0.100503,0.100503,42,66.619048,1681.238095
0,3741,1635,242,0.565491,0.316668,0.100503,0.100503,0.35184,2,0,7.5,1706188,402,12138,837.580052,93.569848,7.621259,2.60906,4.866271,2597,21.289101,1937.639388
1,1932,307,146,14.238032,6.418586,3.614567,0.100503,3.586748,56,205.482143,10036.589286,17288,265,991,98.04848,58.904911,0.593572,0.593572,0.825492,372,105.015915,3139.843501
1,3081505,119234,316,19.17302,9.949511,0.100503,0.100503,0.100503,66,55.641791,17588.059702,57840,27137,5245,271.75986,35.955804,13.079388,0.100503,12.642881,890,294.170732,8733.976718
0,36543194,123336,549144,1145218.98788,435825.874241,9.515768,3.549002,8.012977,920838,8.425533,1074.461908,35420121,136440,243073,33169.806819,6627.82221,0.100503,0.100503,0.100503,54819,17.676085,2006.176049
0,26821,24787,144,8.14872,7.707475,1.058993,1.058993,42.471713,12,121.642857,15764.214286,1481379,147521,15043,9902.070379,5012.055876,10.43846,0.100503,193.072418,28564,10.964144,1035.955493
1,19562,17637,278,572.874856,390.293681,27.55204,7.167557,32.101906,1762,23.469296,1395.845634,565,613,34,11.777206,1.050486,5.644562,1.866505,5.865445,34,76.5,2505.852941
1,224146,272,6190,56.72528,11.854057,0.100503,0.100503,5.782979,211,54.925234,7211.663551,1203,689,67,0.581004,0.581004,1.642786,0.100503,2.153153,2,0.5,317.5
0,1910,1614,159,9.947392,1.063495,10.400522,4.099821,8.737916,28,824.275862,6487.931034,82811,985,6652,81.751574,28.454304,0.35184,0.100503,0.603177,339,220.956268,5659.632653
1,561,477,39,4.092292,0.804952,1.652304,0.613409,2.148514,15,187.6,2984.6,2696,1718,20,4.237052,0.321057,0.586102,0.100503,0.837439,18,84.944444,2656.888889
0,131920,364,6974,651.765134,170.153144,4.80192,0.341936,7.054044,2335,59.589006,1840.874419,15385,673,747,55.993546,22.321945,6.946233,0.341936,6.503977,202,152.495098,3286.617647
0,794,479,8,0.306073,0.306073,0.100503,0.100503,1.621981,1,49,4969,3722,285,103,17.148435,2.717532,5.878964,0.610819,3.583596,61,79.403226,5921.354839
0,53678,1751,496,191.43887,62.724945,0.100503,0.100503,0.100503,599,15.176568,3087.463696,266407,1592,6734,660.897263,297.090333,28.258,0.839682,20.722665,2376,66.39599,2706.108187
1,667,50,31,0.560288,0.100503,0.100503,0.100503,0.596412,2,61.5,1013.5,583476,13020,13349,5679.003897,59.498989,2.694573,0.100503,1.377913,8003,83.653704,4997.225326
0,2651,2838,195,15.758126,5.319354,14.1783,1.36878,6.621655,60,89.031746,3293.31746,3302480,550744,20006,936.636126,206.101772,41.317189,0.595962,42.813704,3691,69.150872,3456.096107
0,1525260,747,41582,3316.259533,1401.939767,8.257136,6.558356,22.443191,12203,57.957328,2352.647334,4321482,259,32741,7068.594081,3773.248759,2.101994,0.339522,10.216532,25313,11.303281,1404.195349
0,20,7,2,7.690824,0.277306,1.331508,0.100503,2.830627,6,2,96.166667,364,927,6,0.55168,0.310247,0.834981,0.339522,0.832591,2,1.5,122
0,1097135,830,10591,73.165677,19.898366,0.100503,0.100503,0.35184,288,13.709898,762.614334,1834007,773,30622,1674.266909,388.426427,29.331852,7.308293,17.65971,6261,53.226014,2662.894778
1,14843,12352,867,48.530271,13.194818,17.888752,1.848025,13.939278,168,184.711765,10791.747059,21,193,0,0.100503,0.100503,0.100503,0.100503,0.35184,0,0,0
1,7271,335,417,8.786666,5.876231,0.367463,0.100503,0.367463,40,79.125,1841.3,103607,53468,3137,48.048702,25.092945,0.100503,0.100503,0.100503,203,30.093137,3217.367647
0,1140,927,69,0.577497,0.100503,0.341936,0.100503,0.341936,2,14.5,1206.5,631958,674,7522,614.968745,329.330091,4.052279,1.340566,12.305035,2536,35.838659,2231.568979
0,279,40,15,0.294044,0.294044,0.100503,0.100503,0.100503,1,1,37,85138,67047,5103,150.340456,68.117366,5.480349,0.100503,71.879274,568,205.883275,9580.39547
1,1834007,773,30622,1674.266909,388.426427,29.331852,7.308293,17.65971,6261,53.226014,2662.894778,6232,551,221,5.079484,1.053505,2.089794,0.837439,1.347755,16,23.176471,755.117647
0,628,921,6,3.943848,0.61859,4.76993,0.870136,2.953237,8,210.625,14027.5,196692,2339,4626,710.7491,310.219722,9.735097,5.092676,17.028226,2689,39.556897,2039.958288
1,513424,6,10043,755.632593,364.713137,4.765335,0.586102,6.592067,3166,22.891596,1386.830366,2774790,20342,15836,5088.577165,6.183081,0.810461,0.339522,1.081757,18549,4.781339,454.967895
1,1445520,260,6737,52.17909,13.564722,3.463561,1.06212,2.77127,219,260.739726,13653.173516,92462,692,5259,141.503204,35.289747,3.787263,0.596412,3.041915,578,97.385935,4638.421955
1,16978,6715,451,0.332423,0.100503,0.100503,0.100503,3.342999,1,130,2874,6231,555,479,67.577383,26.923991,1.833268,0.346839,4.774051,230,209.729614,5612.39485
1,110277,975,6383,154.906509,67.76606,2.836829,0.850288,3.304912,642,238.378671,8123.520866,12729,231,522,2.816631,2.396455,1.357961,0.100503,1.821283,12,217.583333,6079.333333
0,100836,144,1781,512.444493,143.893264,4.589757,1.844932,5.110851,1743,30.759207,1251.028329,2256591,735,22670,488.964333,211.42579,0.865711,0.364793,0.847757,1917,41.48783,3843.376489
0,1205166,3329,378,55.79501,24.716005,1.557779,0.334766,2.511536,177,55.483333,62386.916667,488750,320,3673,1207.190077,599.7216,0.842022,0.593199,7.044735,3918,7.859818,637.9833
0,3525,3115,131,0.100503,0.100503,0.100503,0.100503,0.100503,0,0,0,220242,357,1062,452.547281,140.007534,13.439022,3.043693,13.647982,1796,13.661918,1375.807671
0,3914,1439,165,2.404212,1.161946,0.100503,0.100503,0.100503,9,18.777778,899,8120,710,959,7.368643,2.088375,1.598798,0.595812,1.332849,29,205.533333,4302.466667
1,254,341,9,6.525792,1.157975,1.332898,0.35184,1.56716,21,74.333333,2138.238095,272,733,5,1.566738,0.346839,1.574399,0.337132,1.052308,6,28.5,554.5
1,39262,848,1610,40.495021,8.943607,3.227677,0.564343,1.070321,163,132.030675,2931.515337,823481,2667,13252,87.607656,28.673226,6.654946,2.615794,5.048748,351,58.414085,3523.250704
0,219,148,8,0.758307,0.100503,0.100503,0.100503,0.100503,3,205,3922.666667,725,645,44,4.108299,0.709693,1.568909,0.834706,1.832665,15,128.8,2381.466667
1,206818,15196,2513,15.210108,4.314659,0.100503,0.100503,0.100503,69,321.188406,17454.115942,3302480,550744,20006,936.636126,206.101772,41.317189,0.595962,42.813704,3691,69.150872,3456.096107
1,3302480,550744,20006,936.636126,206.101772,41.317189,0.595962,42.813704,3691,69.150872,3456.096107,60,146,0,0.356943,0.100503,0.339522,0.100503,1.119229,1,172,4592
1,138235,780,1415,267.436511,128.707883,32.381551,3.495343,26.60847,852,27.478563,4345.216686,6231,555,479,67.577383,26.923991,1.833268,0.346839,4.774051,230,209.729614,5612.39485
0,794,479,8,0.306073,0.306073,0.100503,0.100503,1.621981,1,49,4969,1294,431,44,0.555204,0.100503,0.100503,0.100503,0.595962,2,836,11447.5
0,224146,272,6190,56.72528,11.854057,0.100503,0.100503,5.782979,211,54.925234,7211.663551,723800,328,7257,1695.430195,317.463665,3.581057,1.858226,6.484086,5210,13.598488,1336.213611
1,146298,49266,9392,146.311227,84.451019,1.308356,0.100503,4.035826,600,54.802306,1953.62603,38,0,0,0.100503,0.100503,0.100503,0.100503,0.346839,0,0,0
1,739581,10723,1279,102.02675,96.771319,1.537322,1.054358,3.467754,432,11.191686,966.193995,627949,150866,6820,246.403846,74.70543,21.260939,1.320681,15.278066,683,235.787265,11977.043415
0,20,7,2,7.690824,0.277306,1.331508,0.100503,2.830627,6,2,96.166667,102116,293,970,1729.451634,763.659739,30.829977,8.568367,93.311571,4067,12.310269,1636.379704
0,365,286,1,2.358534,0.707406,1.306902,0.100503,1.304535,8,3.875,1475.625,28516,26705,870,3.283467,0.100503,1.368211,0.100503,1.855979,12,20.583333,1564.833333
1,5502,688,286,20.679215,7.731098,5.233377,1.613404,5.224703,87,151.252874,3420.402299,9504,2170,212,1.0135,0.54161,0.100503,0.100503,0.100503,3,92.666667,4235.666667
1,268170,2087,7870,48.07372,6.383899,0.356943,0.356943,0.356943,207,29.914692,915.327014,697,14,37,20.619148,12.368845,7.783153,3.698195,11.378288,54,47.218182,790.636364
1,26821,24787,144,8.14872,7.707475,1.058993,1.058993,42.471713,12,121.642857,15764.214286,323,542,6,0.100503,0.100503,0.100503,0.100503,0.60828,0,0,0
1,2256591,735,22670,488.964333,211.42579,0.865711,0.364793,0.847757,1917,41.48783,3843.376489,16978,6715,451,0.332423,0.100503,0.100503,0.100503,3.342999,1,130,2874
0,671,215,17,0.354379,0.100503,0.100503,0.100503,0.100503,1,1,148,488750,320,3673,1207.190077,599.7216,0.842022,0.593199,7.044735,3918,7.859818,637.9833
0,53678,1751,496,191.43887,62.724945,0.100503,0.100503,0.100503,599,15.176568,3087.463696,1481379,147521,15043,9902.070379,5012.055876,10.43846,0.100503,193.072418,28564,10.964144,1035.955493
1,1525260,747,41582,3316.259533,1401.939767,8.257136,6.558356,22.443191,12203,57.957328,2352.647334,2403,1,75,40.236553,31.458708,51.620005,0.100503,42.630426,147,10.027211,1486.306122
0,103607,53468,3137,48.048702,25.092945,0.100503,0.100503,0.100503,203,30.093137,3217.367647,220242,357,1062,452.547281,140.007534,13.439022,3.043693,13.647982,1796,13.661918,1375.807671
1,7147,737,112,2.33299,0.714556,0.86213,0.100503,1.357589,11,13.272727,520.181818,3525,3115,131,0.100503,0.100503,0.100503,0.100503,0.100503,0,0,0
0,285735,276251,3417,19.327582,7.292016,0.100503,0.100503,0.100503,60,44.806452,4144.258065,24437,279,52,12.355796,7.144267,2.135767,0.599382,4.666365,50,117.098039,6075.882353
1,3914,1439,165,2.404212,1.161946,0.100503,0.100503,0.100503,9,18.777778,899,592,193,41,0.559487,0.30815,1.10585,0.35184,0.35184,2,27.5,528.5
1,185616,1001,15117,266.013874,54.34523,13.111904,0.334766,13.665173,928,172.986229,5321.646186,177796,0,6870,9.148384,5.322695,0.100503,0.100503,0.100503,42,66.619048,1681.238095
0,98788,2354,5610,385.795355,172.18343,8.361113,5.092201,10.777419,1330,61.639733,2080.33358,71597,44262,1437,10.403563,3.365355,0.591206,0.100503,5.074567,47,72.106383,2146.893617
1,366460,466,3381,1167.89693,415.263914,49.918633,8.061557,82.535177,3450,17.914359,1464.346275,85138,67047,5103,150.340456,68.117366,5.480349,0.100503,71.879274,568,205.883275,9580.39547
1,828774,904,13109,374.369869,95.274561,2.573214,1.587397,2.314184,1539,53.488804,3771.863084,98788,2354,5610,385.795355,172.18343,8.361113,5.092201,10.777419,1330,61.639733,2080.33358
0,5151,2195,213,23.004397,13.529503,4.849392,2.588299,4.371197,95,96.587629,2232.690722,236123,858,2794,77.193573,23.971076,12.541601,2.550725,12.607072,307,159.200647,5131.31068
0,3764,703,222,5.270621,1.601159,2.338333,0.100503,1.596539,18,139.444444,4573.888889,1043,81,40,2.718281,0.932458,0.100503,0.100503,0.100503,10,21.5,1412.3
0,628,921,6,3.943848,0.61859,4.76993,0.870136,2.953237,8,210.625,14027.5,49326,42259,1446,0.45234,0.275538,0.100503,0.100503,0.100503,2,43,1651.5
1,541611,2140,10406,2418.369859,981.459889,13.925585,0.100503,32.973024,8550,59.120227,4861.4109,322682,37601,22232,176.533716,42.330221,6.849227,1.345073,4.359865,696,234.338068,7168.464489
1,3106,3232,47,4.124998,2.571113,0.100503,0.100503,1.109068,17,5,531.944444,267,352,8,0.301983,0.100503,0.334766,0.100503,0.566685,1,92,1299
1,6035,459,150,12.289827,1.836811,4.384302,1.861691,3.821304,38,203.815789,5936.526316,564,616,19,0.100503,0.100503,0.100503,0.100503,0.344375,0,0,0
0,266407,1592,6734,660.897263,297.090333,28.258,0.839682,20.722665,2376,66.39599,2706.108187,138235,780,1415,267.436511,128.707883,32.381551,3.495343,26.60847,852,27.478563,4345.216686
0,2470,357,119,1.126474,0.323284,0.337132,0.337132,0.596162,5,60.6,1983,20542,635,142,10.990557,1.454657,1.095797,0.59815,2.077718,40,35.452381,2758.52381
1,2273871,4524,11946,6782.405338,2944.524245,12.955723,2.791861,66.206208,21678,6.859364,1113.202016,1271,1503,59,0.297973,0.297973,0.100503,0.100503,0.100503,1,0,12
0,393,134,43,0.677677,0.299968,0.100503,0.100503,0.100503,3,34.333333,379.333333,4579,327,335,9.447318,3.468005,1.576868,0.100503,2.062173,39,57.820513,4246.461538
0,9450,1511,470,28.342106,5.880138,7.444345,1.10169,6.083065,113,100.088496,1885.672566,4491415,756,29876,4499.996251,2206.571898,26.966925,12.628283,29.069822,16646,22.747726,2206.420734
1,146298,49266,9392,146.311227,84.451019,1.308356,0.100503,4.035826,600,54.802306,1953.62603,794,479,8,0.306073,0.306073,0.100503,0.100503,1.621981,1,49,4969
1,14843,12352,867,48.530271,13.194818,17.888752,1.848025,13.939278,168,184.711765,10791.747059,631958,674,7522,614.968745,329.330091,4.052279,1.340566,12.305035,2536,35.838659,2231.568979
0,4760,425,96,5.011962,1.407896,0.100503,0.100503,0.100503,22,3,277.590909,103607,53468,3137,48.048702,25.092945,0.100503,0.100503,0.100503,203,30.093137,3217.367647
1,236123,858,2794,77.193573,23.971076,12.541601,2.550725,12.607072,307,159.200647,5131.31068,20,7,2,7.690824,0.277306,1.331508,0.100503,2.830627,6,2,96.166667
0,41367,71,717,32.549653,16.527846,4.59073,1.587365,10.832376,122,14.99187,2044.910569,3302480,550744,20006,936.636126,206.101772,41.317189,0.595962,42.813704,3691,69.150872,3456.096107
0,708,631,26,18.776703,5.999681,7.747919,4.967947,10.691878,52,33.207547,876.433962,488750,320,3673,1207.190077,599.7216,0.842022,0.593199,7.044735,3918,7.859818,637.9833
1,9450,1511,470,28.342106,5.880138,7.444345,1.10169,6.083065,113,100.088496,1885.672566,125438,983,4074,55.137266,23.44614,2.251398,0.100503,7.207908,239,217.241667,6466.733333
0,6232,551,221,5.079484,1.053505,2.089794,0.837439,1.347755,16,23.176471,755.117647,21591,1179,228,90.456506,25.798292,5.709329,1.111159,5.17662,369,18.442971,1330.366048
0,676,243,43,1.982531,1.360641,0.100503,0.100503,36.40164,6,4.666667,269.5,25360,20872,461,1.482593,0.716816,1.083654,1.083654,2.532744,7,228.571429,9940.714286
0,1043,974,31,0.100503,0.100503,1.13427,0.100503,1.637349,0,0,0,513424,6,10043,755.632593,364.713137,4.765335,0.586102,6.592067,3166,22.891596,1386.830366
0,10693,935,12,0.634422,0.367463,0.367463,0.100503,0.367463,2,50.5,3452.5,1097135,830,10591,73.165677,19.898366,0.100503,0.100503,0.35184,288,13.709898,762.614334
1,480412,11948,16294,1795.525546,685.575044,4.534987,1.31814,15.825916,6867,60.814662,2695.612527,3764,703,222,5.270621,1.601159,2.338333,0.100503,1.596539,18,139.444444,4573.888889
1,117913,1299,9950,189.75523,67.310223,11.294831,2.567269,10.933766,791,185.542033,5535.939774,9679,322,213,9.607163,0.310247,0.100503,0.100503,0.100503,42,26.761905,1770
1,102116,293,970,1729.451634,763.659739,30.829977,8.568367,93.311571,4067,12.310269,1636.379704,25360,20872,461,1.482593,0.716816,1.083654,1.083654,2.532744,7,228.571429,9940.714286
0,108768,57,62,0.762978,0.306073,3.61194,3.370507,10.600502,3,7.333333,1022.333333,725,645,44,4.108299,0.709693,1.568909,0.834706,1.832665,15,128.8,2381.466667
1,2231,342,75,2.435128,0.100503,0.100503,0.100503,0.100503,11,483.545455,7118.272727,1017,638,33,8.815529,1.030282,5.343413,0.840131,4.103394,32,96.909091,1714.787879
1,1634478,12567,38425,12725.709718,4935.335415,21.759859,7.262186,16.691418,23939,24.478824,2299.088294,356712,2070,2804,24.82391,4.468126,2.144406,0.605767,1.627039,92,258.255319,8133
1,100151,31383,4679,286.941738,37.799964,6.663615,0.100503,8.464207,758,120.195059,4332.485046,3166413,276,603,1253.345429,980.120926,12.963425,2.380018,100.537797,4801,7.906174,1694.698822
0,9542820,2069,17897,4336.358286,668.570801,7.376996,1.838381,3.113625,12252,16.385138,3413.41185,828774,904,13109,374.369869,95.274561,2.573214,1.587397,2.314184,1539,53.488804,3771.863084
0,314,398,11,2.911756,0.503462,1.546347,0.332423,1.333845,9,16.111111,495.777778,592,193,41,0.559487,0.30815,1.10585,0.35184,0.35184,2,27.5,528.5
0,44,79,1,0.576872,0.100503,0.100503,0.100503,0.100503,2,33.5,629,1912232,33395,14891,38159.53861,131.954446,2.173241,0.623797,4.143115,21964,19.245363,1027.420978
0,1424824,338,6096,462.507299,135.304122,0.334766,0.334766,0.334766,1732,43.962307,5992.778983,3042715,3811,32579,1951.528226,890.613212,1.372574,0.100503,2.881077,7855,33.085747,2423.989124
1,78731,6212,1971,97.395842,57.179768,13.843644,1.788636,12.660756,378,59.916667,2026.757813,2403,1,75,40.236553,31.458708,51.620005,0.100503,42.630426,147,10.027211,1486.306122
0,3764,703,222,5.270621,1.601159,2.338333,0.100503,1.596539,18,139.444444,4573.888889,71597,44262,1437,10.403563,3.365355,0.591206,0.100503,5.074567,47,72.106383,2146.893617
1,196692,2339,4626,710.7491,310.219722,9.735097,5.092676,17.028226,2689,39.556897,2039.958288,392738,9364,3354,258.523924,124.47154,7.47134,0.595962,10.999134,973,41.016211,3042.892604
0,708,631,26,18.776703,5.999681,7.747919,4.967947,10.691878,52,33.207547,876.433962,282305,2114,1664,38.812809,14.16104,7.518899,0.837942,5.010179,168,379.311765,32020.811765
0,5151,2195,213,23.004397,13.529503,4.849392,2.588299,4.371197,95,96.587629,2232.690722,480412,11948,16294,1795.525546,685.575044,4.534987,1.31814,15.825916,6867,60.814662,2695.612527
0,708,631,26,18.776703,5.999681,7.747919,4.967947,10.691878,52,33.207547,876.433962,103607,53468,3137,48.048702,25.092945,0.100503,0.100503,0.100503,203,30.093137,3217.367647
0,3200,3256,146,0.290192,0.100503,0.36215,0.100503,0.36215,1,0,11,267,352,8,0.301983,0.100503,0.334766,0.100503,0.566685,1,92,1299
1,285735,276251,3417,19.327582,7.292016,0.100503,0.100503,0.100503,60,44.806452,4144.258065,5342840,33401,19715,173636.23895,52349.674207,11.408839,1.6529,13.485266,213718,5.348203,1230.512781
1,2260661,233,12680,13580.629438,1883.090015,27.182802,13.098383,18.349722,35645,16.870017,2092.420044,823481,2667,13252,87.607656,28.673226,6.654946,2.615794,5.048748,351,58.414085,3523.250704
0,41367,71,717,32.549653,16.527846,4.59073,1.587365,10.832376,122,14.99187,2044.910569,5342840,33401,19715,173636.23895,52349.674207,11.408839,1.6529,13.485266,213718,5.348203,1230.512781
1,57840,27137,5245,271.75986,35.955804,13.079388,0.100503,12.642881,890,294.170732,8733.976718,335,469,16,0.100503,0.100503,0.100503,0.100503,0.100503,0,0,0
1,185616,1001,15117,266.013874,54.34523,13.111904,0.334766,13.665173,928,172.986229,5321.646186,2651,2838,195,15.758126,5.319354,14.1783,1.36878,6.621655,60,89.031746,3293.31746
1,1209835,3,12226,86.820084,18.45811,0.100503,0.100503,0.100503,390,36.52551,2729.609694,2470,357,119,1.126474,0.323284,0.337132,0.337132,0.596162,5,60.6,1983
0,223,168,9,0.349327,0.349327,0.100503,0.100503,0.100503,1,77,3047,15385,673,747,55.993546,22.321945,6.946233,0.341936,6.503977,202,152.495098,3286.617647
1,266407,1592,6734,660.897263,297.090333,28.258,0.839682,20.722665,2376,66.39599,2706.108187,186557,90762,3166,489.106379,75.768878,0.100503,0.100503,0.100503,764,309.220493,20356.015564
